Çağrı No;Açılış Tarihi;Açan Birim;Birim/Şube;Servis;Ekran;Durum;2. Seviye Kullanıcı Destek Çözen/Yönlendiren;Atanan TM;Çözüm Kodu;Çözüm Tarihi
140956591;26.09.2025 11:08;Performans Yönetimi Müdürlüğü;Birim;Performans & Hedef Değerlendirme Servisi;Performans Göstergesi Tanımla;Çözüldü/Kapalı;Tuğba;UMİ.Karlılık ve Performans;Kullanıcı Hatası/Bilgi Eksikliği;29.09.2025 13:42
140959472;26.09.2025 11:14;Van Şubesi;Şube;Skorlama Servisi;Skor3 Skor Raporu Sorgula;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;26.09.2025 13:51
140959565;26.09.2025 11:14;Müşteri Analitiği ve Kampanya Yönetimi Müdürlüğü;Birim;İnternet Bankacılığı Servisi;Mobil Bankacılık İşlemleri;Çözüldü/Kapalı;Nursema;UDK.MobilUygulamalar2;Genel Sorun/EBİS Kaynaklı;26.09.2025 17:46
140961806;26.09.2025 11:19;Melikgazi/Kayseri Şubesi;Şube;Ticari Krediler Servisi;Ticari Kredi Kullandırım Talep Giriş;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;29.09.2025 14:27
140961960;26.09.2025 11:20;Nevşehir Şubesi;Şube;Kredi Kartları Yönetimi Servisi;Ticari Kredi Kartı Başvurusu Yap (TFGK);Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;26.09.2025 12:27
140963280;26.09.2025 11:22;Çeliktepe İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Plato Limit Risk Eşleştirme;Aktarıldı;Nursema;UTK.Limit Risk Yönetimi;;
140964084;26.09.2025 11:24;Adana/Baraj Yolu Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Başvurusu Yap;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;26.09.2025 12:09
140964112;26.09.2025 11:24;Göztepe İstasyon İstanbul Şubesi;Şube;Dış İşlemler Servisi;SWIFT Efektif Bilgi Tamamla;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;İş Birimleri ile İlgili/İş Kuralı;26.09.2025 11:39
140966157;26.09.2025 11:29;Ege Serbest Bölge Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;26.09.2025 14:09
140967031;26.09.2025 11:27;Kartlı Sistemler Müşteri Hizmetleri Müdürlüğü;Birim;Kredi Kartları Yönetimi Servisi;Asıl Kredi Kartı Başvuru;Çözüldü/Kapalı;Nursema;UÖS.Kart Başvuru ve Limit Yönetimi;Veri Güncelleme ile Çözüldü;26.09.2025 16:25
140967785;26.09.2025 11:33;Karaköy Ticari Şubesi;Şube;Ticari Krediler Servisi;Teminat Mektubu Kullandırım Giriş ;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;26.09.2025 12:17
140969360;26.09.2025 11:39;Sahrayı Cedit İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Teminat Mektubu Kullandırım Giriş ;Çözüldü/Kapalı;Nursema;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;26.09.2025 15:16
140970124;26.09.2025 11:36;Alaşehir Şubesi;Şube;Bireysel Krediler Servisi;Bireysel Yapılandırma Kredisi Kullandırım;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;26.09.2025 15:14
140970991;26.09.2025 11:38;Hazar Elazığ Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;26.09.2025 17:10
140972662;26.09.2025 11:41;Hüseyingazi Ankara Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Kredi Başvuruları Listele;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;26.09.2025 12:07
140972828;26.09.2025 11:40;Feriköy İstanbul Şubesi;Şube;CRM Servisi;180 Derece Müşteri Özet;Çözüldü/Kapalı;Tuğba;2. Seviye Kullanıcı Destek;Genel Sorun/EBİS Kaynaklı;26.09.2025 13:53
140974709;26.09.2025 11:42;Kuşadası Bulvar Aydın Şubesi;Şube;Ticari Krediler Servisi;Ticari Kredi Kullandırım;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;26.09.2025 14:40
140974715;26.09.2025 11:43;Yenidoğan İstanbul Şubesi;Şube;Kredi Tahsis Yönetimi Servisi;Hazır Limit Listele;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;26.09.2025 14:47
140974719;26.09.2025 11:44;Hadımköy Yolu Esenyurt İstanbul Şubesi;Şube;Kredi Teminat Yönetimi Servisi;TKD Şube Teminat Talebi;Çözüldü/Kapalı;İbrahim;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;26.09.2025 15:05
140976454;26.09.2025 11:47;Çorlu Bulvar Tekirdağ Şubesi;Şube;Ticari Krediler Servisi;TKD Kullandırım Talebi Girişi;Çözüldü/Kapalı;Akif;2. Seviye Kullanıcı Destek;Kullanıcı Hatası/Bilgi Eksikliği;26.09.2025 11:57
